cycles,time,current,voltage,temp,index,soc
2,3.86584,5.39916,3.50901,33.0166,169,34.54
2,3.86585,5.39916,3.50901,33.095,170,35.29
2,3.94924,5.39927,3.51048,33.1573,171,35.27
2,4.03272,5.39998,3.51206,33.1573,172,35.97
2,4.03272,5.39998,3.51206,33.1896,173,36.70
2,4.1161,5.40026,3.51356,33.2336,174,36.69
2,4.19952,5.39975,3.51494,33.2336,175,37.40
2,4.19952,5.39975,3.51494,33.2988,176,38.11
2,4.28302,5.3994,3.51623,33.2988,177,38.10
2,4.28302,5.3994,3.51623,33.3671,178,38.81
2,4.36642,5.39948,3.51791,33.3671,179,38.79
2,4.36642,5.39948,3.51791,33.3868,180,39.52
2,4.44976,5.39901,3.51941,33.4048,181,39.51
2,4.53323,5.39897,3.52082,33.4308,182,40.22
2,4.61661,5.39982,3.52238,33.4572,183,40.93
2,4.69997,5.39829,3.52385,33.4572,184,41.65
2,4.69997,5.39829,3.52385,33.511,185,42.36
2,4.78337,5.39971,3.52541,33.5253,186,42.35
2,4.86681,5.40082,3.52693,33.5491,187,43.07
2,4.9502,5.39938,3.52846,33.5491,188,43.79
2,4.9502,5.39938,3.52846,33.6504,189,44.50
2,5.0336,5.39988,3.52986,33.6504,190,44.48
2,5.0336,5.39988,3.52986,33.6746,191,45.20
2,5.1171,5.40032,3.53162,33.6746,192,45.19
2,5.1171,5.40032,3.53162,33.742,193,45.92
2,5.20046,5.39984,3.53302,33.742,194,45.90
2,5.20046,5.39984,3.53302,33.7892,195,46.61
2,5.28388,5.40021,3.53471,33.7899,196,46.60
2,5.36725,5.40052,3.53623,33.8518,197,47.32
2,5.45058,5.3989,3.53776,33.8518,198,48.03
2,5.45058,5.3989,3.53776,33.8812,199,48.74
2,5.5341,5.40065,3.53941,33.9292,200,48.74
2,5.61759,5.40131,3.5411,33.9511,201,49.45
2,5.70097,5.40023,3.54268,33.9792,202,50.17
2,5.78439,5.40116,3.54445,33.9792,203,50.88
2,5.78439,5.40116,3.54445,34.0081,204,51.61
2,5.8679,5.40005,3.54601,34.0081,205,51.60
2,5.8679,5.40005,3.54601,34.0532,206,52.32
2,5.95139,5.40178,3.54769,34.0661,207,52.31
2,6.03478,5.40051,3.54937,34.0661,208,53.03
2,6.03478,5.40051,3.54937,34.11,209,53.75
2,6.11815,5.39818,3.55107,34.1252,210,53.74
2,6.20163,5.39984,3.55276,34.1252,211,54.45
2,6.20163,5.39984,3.55276,34.1854,212,55.18
2,6.28507,5.4015,3.55457,34.2779,213,55.16
2,6.36857,5.39983,3.55636,34.2779,214,55.87
2,6.36857,5.39983,3.55636,34.3843,215,56.59
2,6.45203,5.39994,3.55811,34.3689,216,56.56
2,6.53553,5.4,3.55984,34.3689,217,57.29
2,6.53554,5.4,3.55984,34.3869,218,58.01
2,6.61906,5.39963,3.56156,34.3869,219,58.01
2,6.61906,5.39963,3.56156,34.4401,220,58.73
2,6.67396,5.40063,3.56273,34.456,221,58.72
2,6.67525,0.000191602,3.46183,34.456,222,59.19
2,6.67786,0.827962,3.47187,34.456,223,67.80
2,6.67989,1.51211,3.48266,34.456,224,64.69
2,6.68179,2.16032,3.49372,34.456,225,63.68
2,6.68364,2.77221,3.50448,34.456,226,60.02
2,6.68534,3.34805,3.51503,34.456,227,56.91
2,6.76871,3.60027,3.51173,34.5311,228,54.53
2,6.85205,3.60017,3.50653,34.5339,229,54.60
2,6.93539,3.59972,3.50314,34.4947,230,55.00
2,7.01886,3.59985,3.5012,34.4947,231,55.41
2,7.01886,3.59985,3.5012,34.4698,232,55.86
2,7.10234,3.60018,3.50038,34.4908,233,55.85
2,7.18579,3.59969,3.49981,34.4908,234,56.52
2,7.18579,3.59969,3.49981,34.4455,235,57.20
2,7.26921,3.60005,3.49978,34.4023,236,57.21
2,7.35271,3.59979,3.50003,34.4005,237,57.92
2,7.43606,3.60019,3.50053,34.4254,238,58.62
2,7.51947,3.60008,3.50122,34.4254,239,59.31
2,7.51947,3.60008,3.50122,34.3423,240,60.02
2,7.60282,3.60005,3.50186,34.3755,241,60.04
2,7.68619,3.60015,3.50275,34.3304,242,60.74
2,7.76967,3.5999,3.50373,34.3304,243,61.46
2,7.76967,3.5999,3.50373,34.3547,244,62.17
2,7.85322,3.60001,3.50466,34.3547,245,62.16
2,7.85322,3.60001,3.50466,34.3288,246,62.87
2,7.93664,3.60001,3.5058,34.2874,247,62.90
2,8.02016,3.59995,3.50688,34.2874,248,63.73
2,8.02016,3.59995,3.50688,34.2664,249,64.48
2,8.10367,3.60001,3.50795,34.2986,250,64.51
2,8.1872,3.60026,3.50906,34.2314,251,65.20
2,8.27055,3.59996,3.51013,34.2141,252,65.80
2,8.354,3.5999,3.51135,34.16,253,66.27
2,8.43734,3.60013,3.51266,34.1401,254,66.79
2,8.52082,3.60014,3.51391,34.1441,255,67.27
2,8.60418,3.60006,3.51516,34.1441,256,67.71
2,8.60418,3.60006,3.51516,34.1534,257,68.16
2,8.68768,3.60004,3.51648,34.107,258,68.15
2,8.77118,3.59987,3.51763,34.107,259,68.67
2,8.77118,3.59987,3.51763,34.1271,260,69.12
2,8.85458,3.60017,3.51905,34.0799,261,69.09
2,8.93795,3.59991,3.52049,34.0591,262,69.61
2,9.02134,3.60009,3.5218,34.07,263,70.09
2,9.10473,3.5999,3.52335,34.0397,264,70.53
2,9.1882,3.59981,3.52477,34.0556,265,70.93
2,9.27173,3.60004,3.52631,33.9942,266,71.27
2,9.35519,3.59988,3.52792,33.9937,267,71.71
2,9.43859,3.59991,3.52938,33.9645,268,72.07
2,9.52205,3.59962,3.53095,33.9633,269,72.46
2,9.6056,3.6001,3.53263,33.9633,270,72.82
2,9.6056,3.6001,3.53263,34.0084,271,73.19
2,9.68903,3.59989,3.53443,34.0084,272,73.13
2,9.68903,3.59989,3.53443,33.9199,273,73.50
2,9.77252,3.6,3.53612,33.9199,274,73.61
2,9.77252,3.6,3.53612,33.9703,275,73.97
2,9.85597,3.59996,3.53798,33.9483,276,73.91
2,9.93935,3.59992,3.53994,33.9229,277,74.31
2,10.0126,3.59991,3.54155,33.9411,278,74.71
2,10.0969,0,3.4355,33.9411,279,75.01
2,10.0969,0,3.4355,33.914,280,80.36
2,10.1804,0,3.41707,33.8587,281,80.36
2,10.2636,0,3.40442,33.8587,282,79.97
2,10.2636,0,3.40442,33.7643,283,79.71
2,10.347,0,3.39504,33.7643,284,79.74
2,10.347,0,3.39504,33.7668,285,79.57
2,10.4303,0,3.38796,33.7084,286,79.57
2,10.5137,0,3.38235,33.6474,287,79.48
2,10.5969,0,3.37797,33.6474,288,79.44
2,10.5969,0,3.37797,33.5875,289,79.41
2,10.6804,0,3.37442,33.4797,290,79.42
2,10.7637,0,3.37147,33.4056,291,79.44
2,10.8469,0,3.36911,33.4056,292,79.47
2,10.8469,0,3.36911,33.3754,293,79.49
2,10.9303,0,3.367,33.2739,294,79.50
2,11.0137,0,3.36531,33.2189,295,79.56
2,11.0273,-2.25414E-05,3.29838,33.2189,296,79.61
2,11.1113,0.999886,3.39048,33.1143,297,77.82
2,11.1944,0.999778,3.39392,33.0876,298,80.74
2,11.2779,1.0003,3.39646,33.0876,299,81.03
2,11.2779,1.0003,3.39646,33.0202,300,81.27
2,11.3613,1.00007,3.39855,33.0202,301,81.27
2,11.3613,1.00007,3.39855,32.947,302,81.43
2,11.4445,1.00003,3.40029,32.947,303,81.44
2,11.4445,1.00003,3.40029,32.9027,304,81.58
2,11.5278,1.00002,3.40184,32.8416,305,81.58
2,11.6112,1.00002,3.40297,32.7561,306,81.73
2,11.6944,0.999902,3.40429,32.7561,307,81.86
2,11.6944,0.999902,3.40429,32.7603,308,81.99
2,11.7779,1.00008,3.40543,32.7603,309,81.99
2,11.7779,1.00008,3.40543,32.6809,310,82.11
2,11.8612,0.999667,3.40633,32.5933,311,82.12
2,11.9445,1.00004,3.40731,32.5432,312,82.24
2,12.0279,1.00006,3.40813,32.5291,313,82.37
2,12.1112,1.00011,3.40909,32.5291,314,82.48
2,12.1112,1.00011,3.40909,32.4729,315,82.60
2,12.1946,0.999934,3.40969,32.4206,316,82.60
2,12.2778,1.00009,3.41063,32.4206,317,82.72
2,12.2778,1.00009,3.41063,32.3808,318,82.83
2,12.3611,1.00021,3.41127,32.3173,319,82.84
2,12.4445,0.999781,3.41204,32.283,320,82.95
2,12.5279,1.00003,3.41287,32.2519,321,83.07
2,12.6111,0.999946,3.41361,32.1503,322,83.18
2,12.6945,0.999818,3.41423,32.1503,323,83.30
2,12.6945,0.999818,3.41423,32.1909,324,83.41
2,12.7778,1.00024,3.41502,32.0851,325,83.41
2,12.8611,1.00032,3.41557,32.0851,326,83.53
2,12.8611,1.00032,3.41557,32.068,327,83.64
2,12.9445,0.999745,3.41638,32.068,328,83.64
2,12.9445,0.999745,3.41638,31.9934,329,83.75
2,13.0278,0.999949,3.4171,31.9934,330,83.76
2,13.0278,0.999949,3.4171,31.9967,331,83.87
2,13.1111,1.00026,3.41776,31.9967,332,83.87
2,13.1111,1.00026,3.41776,31.9299,333,83.98
2,13.1945,0.999735,3.41834,31.9061,334,83.98
2,13.2779,0.999799,3.41908,31.9061,335,84.09
2,13.2779,0.999799,3.41908,31.8921,336,84.21
2,13.3611,1.00019,3.41977,31.8508,337,84.21
2,13.4444,0.999734,3.42041,31.7743,338,84.32
2,13.5278,1.00023,3.42114,31.7743,339,84.43
2,13.5278,1.00023,3.42114,31.7278,340,84.54
2,13.6111,0.999892,3.42178,31.6767,341,84.55
2,13.6945,0.999942,3.42252,31.6393,342,84.66
2,13.7778,1.00005,3.4231,31.6597,343,84.78
2,13.8612,0.999908,3.42385,31.6517,344,84.88
2,13.9445,1.00001,3.42451,31.6517,345,85.00
2,13.9445,1.00001,3.42451,31.583,346,85.10
2,14.0279,0.999862,3.42515,31.583,347,85.11
2,14.0279,0.999862,3.42515,31.5844,348,85.22
2,14.1111,1.00005,3.42601,31.5794,349,85.22
2,14.1945,1.0001,3.42663,31.5794,350,85.33
2,14.1945,1.0001,3.42663,31.5301,351,85.44
2,14.2778,0.99972,3.42704,31.5301,352,85.45
2,14.2778,0.99972,3.42704,31.4362,353,85.55
2,14.3611,1.00012,3.42804,31.4435,354,85.56
2,14.4444,1.00027,3.42869,31.4306,355,85.67
2,14.5279,0.999928,3.42945,31.3871,356,85.78
2,14.6111,1.00035,3.42992,31.3883,357,85.90
2,14.6944,0.999972,3.43094,31.3883,358,86.00
2,14.6944,0.999972,3.43094,31.2922,359,86.13
2,14.7778,0.999626,3.43167,31.2884,360,86.13
2,14.8611,0.99997,3.43216,31.2884,361,86.25
2,14.8611,0.99997,3.43216,31.2896,362,86.35
2,14.9445,0.999883,3.43304,31.2602,363,86.35
2,15.0279,0.999949,3.43371,31.2391,364,86.47
2,15.1111,1.00003,3.43449,31.2391,365,86.58
2,15.1111,1.00003,3.43449,31.2433,366,86.69
2,15.1944,1.00039,3.43531,31.1745,367,86.69
2,15.2778,1.00017,3.43602,31.1381,368,86.81
2,15.3612,0.999886,3.43685,31.1315,369,86.92
2,15.4444,1.00006,3.43772,31.0554,370,87.04
2,15.5278,0.999955,3.43855,31.0678,371,87.16
2,15.6111,1.0002,3.43947,31.0678,372,87.28
2,15.6111,1.0002,3.43947,31.0417,373,87.39
2,15.6945,0.999828,3.44029,31.0417,374,87.39
2,15.6945,0.999828,3.44029,31.0187,375,87.51
2,15.7778,0.999941,3.44123,30.9733,376,87.51
2,15.8611,0.999868,3.44203,30.9733,377,87.63
2,15.8611,0.999868,3.44203,30.9914,378,87.75
2,15.9445,1.00001,3.44311,30.9914,379,87.75
2,15.9445,1.00001,3.44311,30.9907,380,87.87
2,16.0279,1.00023,3.44398,30.9907,381,87.87
2,16.0279,1.00023,3.44398,30.9585,382,87.98
2,16.1112,0.999784,3.44505,30.9169,383,87.99
2,16.1944,1.00044,3.44607,30.8877,384,88.11
2,16.2778,0.999814,3.44723,30.8767,385,88.23
2,16.3611,0.9998,3.44815,30.8616,386,88.36
2,16.4444,0.999927,3.4493,30.8616,387,88.48
2,16.4444,0.999927,3.4493,30.8717,388,88.61
2,16.5279,1.00001,3.4505,30.8717,389,88.61
2,16.5279,1.00001,3.4505,30.7909,390,88.73
2,16.6112,1.00011,3.45186,30.8111,391,88.74
2,16.6945,0.999979,3.45307,30.7415,392,88.87
2,16.7778,1.00016,3.4544,30.7415,393,89.00
2,16.7778,1.00016,3.4544,30.7718,394,89.13
2,16.8611,1.00002,3.45577,30.7718,395,89.13
2,16.8611,1.00002,3.45577,30.7537,396,89.26
2,16.9445,0.999825,3.45716,30.7537,397,89.26
2,16.9445,0.999825,3.45716,30.7335,398,89.40
2,17.0279,0.999976,3.45881,30.7154,399,89.40
2,17.1112,1.00011,3.46023,30.6669,400,89.54
2,17.1946,1.00009,3.4619,30.6669,401,89.68
2,17.1946,1.00009,3.4619,30.6932,402,89.82
2,17.2778,1.00001,3.46365,30.6932,403,89.82
2,17.2778,1.00001,3.46365,30.6803,404,89.96
2,17.3611,0.999764,3.46541,30.653,405,89.96
2,17.4445,1.00025,3.4674,30.6307,406,90.11
2,17.5278,1,3.46947,30.6025,407,90.26
2,17.6111,1.00023,3.47158,30.6025,408,90.42
2,17.6111,1.00023,3.47158,30.5966,409,90.57
2,17.6944,1.00002,3.47379,30.5571,410,90.58
2,17.7778,1.00012,3.47621,30.5571,411,90.74
2,17.7778,1.00012,3.47621,30.5277,412,90.90
2,17.8612,1.00005,3.47865,30.5277,413,90.91
2,17.8612,1.00005,3.47865,30.5805,414,91.07
2,17.9445,0.999902,3.48133,30.5594,415,91.07
2,18.0278,1.00017,3.48416,30.5594,416,91.24
2,18.0278,1.00017,3.48416,30.5634,417,91.42
2,18.1112,1.00008,3.48715,30.5634,418,91.42
2,18.1112,1.00008,3.48715,30.5333,419,91.61
2,18.1945,1.00023,3.49035,30.5203,420,91.61
2,18.2778,1.00006,3.49372,30.509,421,91.80
2,18.3612,0.999491,3.4973,30.5151,422,92.00
2,18.4444,0.999795,3.50119,30.5151,423,92.20
2,18.4444,0.999795,3.50119,30.5079,424,92.41
2,18.5278,0.999852,3.50533,30.4613,425,92.41
2,18.6111,1.00003,3.50978,30.4229,426,92.64
2,18.6945,0.999952,3.51433,30.43,427,92.87
2,18.7779,1.00002,3.51955,30.4281,428,93.10
2,18.8611,1.00009,3.52504,30.4281,429,93.36
2,18.8611,1.00009,3.52504,30.409,430,93.62
2,18.9444,1.00007,3.5307,30.4182,431,93.62
2,19.0278,1.00013,3.53694,30.3996,432,93.89
2,19.1111,0.999595,3.54374,30.3603,433,94.18
2,19.1944,0.99995,3.55121,30.3827,434,94.41
2,19.2778,1.00009,3.55892,30.3827,435,94.58
2,19.2778,1.00009,3.55892,30.3535,436,94.73
2,19.3611,1.00004,3.56741,30.3617,437,94.70
2,19.4445,0.999828,3.57662,30.3939,438,94.87
2,19.5278,0.999898,3.58663,30.3939,439,95.07
2,19.5278,0.999898,3.58663,30.3819,440,95.26
2,19.6112,1.00001,3.59735,30.3669,441,95.25
2,19.6945,0.82252,3.6004,30.38,442,95.44
2,19.7778,0.709196,3.60035,30.3619,443,95.62
2,19.8611,0.641968,3.60031,30.3619,444,95.69
2,19.8611,0.641968,3.60031,30.3812,445,95.74
2,19.9445,0.596915,3.60025,30.3812,446,95.76
2,19.9445,0.596915,3.60025,30.3659,447,95.80
2,20.0278,0.558216,3.60033,30.3659,448,95.79
2,20.0278,0.558216,3.60033,30.3205,449,95.83
2,20.1112,0.525548,3.60037,30.3671,450,95.79
2,20.1945,0.497535,3.60036,30.3389,451,95.86
2,20.2779,0.470047,3.60025,30.3511,452,95.87
2,20.3611,0.449728,3.6003,30.3391,453,95.91
2,20.4444,0.428832,3.60041,30.3118,454,95.92
2,20.5279,0.407505,3.60027,30.3148,455,95.92
2,20.6111,0.391965,3.6003,30.3148,456,95.95
2,20.6111,0.391965,3.6003,30.2934,457,95.97
2,20.6944,0.376001,3.60032,30.2934,458,95.95
2,20.6945,0.376001,3.60032,30.2774,459,95.97
2,20.7778,0.359989,3.60032,30.2398,460,95.96
2,20.8612,0.348529,3.60035,30.2398,461,95.94
2,20.8612,0.348529,3.60035,30.2398,462,95.97
2,20.9445,0.332018,3.60023,30.2398,463,95.97
2,20.9445,0.332018,3.60023,30.2513,464,95.99
2,21.0278,0.320323,3.60021,30.2205,465,96.00
2,21.1111,0.30977,3.60029,30.2249,466,96.00
2,21.1945,0.299002,3.60027,30.1953,467,96.03
2,21.2778,0.288896,3.60027,30.1712,468,96.03
2,21.3611,0.278177,3.60017,30.1712,469,96.03
2,21.3611,0.278177,3.60017,30.1724,470,96.05
2,21.4445,0.273079,3.60032,30.1957,471,96.05
2,21.5278,0.262966,3.60024,30.1957,472,96.09
2,21.5278,0.262966,3.60024,30.1724,473,96.11
2,21.6112,0.256688,3.60037,30.1724,474,96.10
2,21.6112,0.256688,3.60037,30.2131,475,96.12
2,21.6945,0.246345,3.60027,30.2131,476,96.15
2,21.6945,0.246345,3.60027,30.1312,477,96.17
2,21.7778,0.241332,3.60025,30.1312,478,96.11
2,21.7778,0.241332,3.60025,30.1768,479,96.13
2,21.8611,0.235271,3.60026,30.1404,480,96.17
2,21.9445,0.229344,3.60027,30.1404,481,96.16
2,21.9445,0.229344,3.60027,30.1211,482,96.18
2,22.0278,0.220691,3.60017,30.1211,483,96.17
2,22.0278,0.220691,3.60017,30.1243,484,96.19
2,22.1112,0.21523,3.60028,30.1112,485,96.19
2,22.1945,0.208308,3.60012,30.1112,486,96.20
2,22.1945,0.208308,3.60012,30.0829,487,96.22
2,22.2779,0.208318,3.60032,30.0829,488,96.20
2,22.2779,0.208318,3.60032,30.0627,489,96.22
2,22.3611,0.202397,3.60023,30.0565,490,96.20
2,22.4445,0.192705,3.60014,30.0546,491,96.22
2,22.5278,0.192704,3.60025,30.0546,492,96.24
2,22.6111,0.187456,3.60024,30.0546,493,96.26
2,22.6111,0.187456,3.60024,30.0151,494,96.28
2,22.6945,0.182173,3.60018,30.0026,495,96.25
2,22.7778,0.176549,3.6002,30.0193,496,96.26
2,22.8611,0.176548,3.60032,30.0193,497,96.29
2,22.8611,0.176548,3.60032,29.9237,498,96.31
2,22.9444,0.171295,3.60027,29.9237,499,96.24
